GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
420172325,0,SOLEBURY TWP VTD LOWER 02,Bucks,1897,1730,10,46,85,1,25,1448,1333,9,31,63,1,11,1089,526,559,517,568
420172330,0,SOLEBURY TWP VTD MIDDLE,Bucks,2730,2535,16,77,70,2,30,2182,2056,15,53,42,2,14,1860,1118,726,1055,789
420172340,0,SOLEBURY TWP VTD UPPER,Bucks,2278,2155,18,48,26,0,31,1749,1684,13,25,16,0,11,1542,800,735,743,792
420172350,0,SPRINGFIELD TWP VTD EAST,Bucks,1687,1635,6,25,3,2,16,1340,1306,3,19,2,1,9,923,474,434,457,451
420172360,0,SPRINGFIELD TWP VTD MIDDLE,Bucks,1758,1696,8,19,18,5,12,1447,1403,6,12,17,3,6,1041,497,531,467,561
420172370,0,SPRINGFIELD TWP VTD WEST,Bucks,1590,1523,5,32,17,0,13,1263,1224,4,18,9,0,8,865,392,456,369,479
420172380,0,TELFORD Voting District,Bucks,2207,1892,30,130,115,2,38,1804,1592,20,101,79,2,10,1020,482,524,455,551
420172390,0,TINICUM TWP VTD DELAWARE,Bucks,1267,1216,4,20,7,2,18,1069,1029,4,14,7,2,13,845,450,389,427,412
420172400,0,TINICUM TWP VTD TINICUM,Bucks,1397,1328,8,33,15,6,7,1112,1059,7,25,10,5,6,735,340,382,336,386
420172410,0,TINICUM TWP VTD TOHICKON,Bucks,1331,1244,39,30,9,1,8,1063,1025,16,13,7,0,2,849,435,402,411,426
420172420,0,TRUMBAUERSVILLE Voting District,Bucks,974,929,0,30,9,3,3,736,708,0,17,6,3,2,454,221,228,200,249
42017230,0,BENSALEM TWP VTD UPPER DIST 06,Bucks,1304,1136,44,51,55,1,17,1033,911,32,31,50,1,8,800,541,254,505,290
42017240,0,BENSALEM TWP VTD UPPER DIST 07,Bucks,2055,1669,105,136,95,3,47,1678,1404,83,92,65,1,33,832,486,332,471,347
42017250,0,BENSALEM TWP VTD UPPER DIST 08,Bucks,2011,1607,147,137,87,1,32,1647,1352,117,86,72,1,19,802,472,317,459,330
42017260,0,BENSALEM TWP VTD UPPER DIST 09,Bucks,2179,1975,39,37,103,2,23,1769,1619,32,20,84,2,12,1263,728,519,718,529
42017270,0,BENSALEM TWP VTD UPPER DIST 10,Bucks,2110,1782,67,61,163,0,37,1709,1464,54,47,123,0,21,1206,685,508,659,534
42017280,0,BENSALEM TWP VTD UPPER DIST 11,Bucks,2575,1906,147,128,346,1,47,2080,1596,98,95,264,0,27,1354,776,568,721,623
42017285,0,BENSALEM TWP VTD UPPER DIST 12,Bucks,1563,1199,85,79,170,7,23,1218,957,59,50,133,5,14,826,542,274,511,305
42017290,0,BENSALEM TWP VTD UPPER WEST,Bucks,2206,1766,199,141,64,4,32,1809,1508,135,96,50,4,16,979,539,427,554,412
420171470,0,LOWER SOUTHAMPTON TWP VTD WEST ED 03,Bucks,1621,1430,54,50,56,5,26,1252,1132,37,29,36,5,13,745,416,318,403,331
420171480,0,LOWER SOUTHAMPTON TWP VTD WEST ED 04,Bucks,1793,1540,62,101,54,2,34,1383,1214,45,67,39,1,17,791,447,332,443,336
420171490,0,LOWER SOUTHAMPTON TWP VTD WEST ED 05,Bucks,1242,1142,26,45,16,0,13,995,919,17,33,15,0,11,592,316,268,316,268
420171500,0,LOWER SOUTHAMPTON TWP VTD WEST ED 06,Bucks,1668,1516,27,52,55,2,16,1302,1207,18,30,36,2,9,911,425,479,436,468
420171510,0,LOWER SOUTHAMPTON TWP VTD WEST ED 07,Bucks,1173,1012,27,37,85,0,12,924,813,19,26,60,0,6,576,274,288,264,298
420171520,0,MIDDLETOWN TWP VTD LOWER ED 01,Bucks,3102,2863,35,107,66,3,28,2425,2277,22,65,44,3,14,1681,889,770,907,752
420172430,0,TULLYTOWN Voting District,Bucks,1872,1731,50,57,7,4,23,1476,1391,36,30,6,4,9,1089,742,331,768,305
420172440,0,UPPER MAKEFIELD TWP VTD 01,Bucks,1583,1458,13,44,37,1,30,1186,1115,10,23,29,1,8,1070,500,561,468,593
420172450,0,UPPER MAKEFIELD TWP VTD 02,Bucks,1851,1730,9,47,47,2,16,1420,1341,7,30,31,2,9,1227,558,663,520,701
420172460,0,UPPER MAKEFIELD TWP VTD 03,Bucks,2467,2288,41,59,52,3,24,1768,1654,27,37,41,1,8,1621,679,930,612,997
420172465,0,UPPER MAKEFIELD TWP VTD 04,Bucks,2289,2140,31,36,71,3,8,1824,1711,25,26,57,1,4,1560,601,950,573,978
42017300,0,BRIDGETON TWP Voting District,Bucks,1277,1232,5,22,7,1,10,1064,1036,4,15,4,1,4,692,389,296,360,325
42017310,0,BRISTOL TWP WD 01 DIST 01,Bucks,2249,1994,59,132,27,2,35,1778,1622,40,78,22,2,14,987,519,441,551,409
42017320,0,BRISTOL TWP WD 01 DIST 02,Bucks,1515,1374,26,71,18,1,25,1164,1079,15,42,15,1,12,671,418,236,412,242
42017330,0,BRISTOL TWP WD 01 DIST 03,Bucks,1871,1637,52,106,30,8,38,1458,1310,31,67,23,8,19,809,518,280,497,301
42017340,0,BRISTOL TWP WD 02 DIST 01,Bucks,2302,1477,430,233,96,4,62,1798,1242,312,139,85,3,17,840,548,282,531,299
42017350,0,BRISTOL TWP WD 02 DIST 02,Bucks,1075,843,77,92,29,0,34,818,672,47,55,24,0,20,484,296,183,304,175
42017360,0,BRISTOL TWP WD 02 DIST 03,Bucks,1716,1328,126,139,90,1,32,1402,1120,96,86,77,1,22,701,520,173,503,190
42017370,0,BRISTOL TWP WD 03 DIST 01,Bucks,1475,750,512,132,26,4,51,1180,647,393,101,19,4,16,741,570,163,548,185
420171390,0,LOWER MAKEFIELD TWP VTD SOUTH ED 09,Bucks,2094,1810,64,56,136,5,23,1693,1489,52,42,98,3,9,1253,721,521,700,542
420171400,0,LOWER SOUTHAMPTON TWP VTD EAST ED 01,Bucks,2071,1944,24,39,48,3,13,1674,1598,16,24,28,1,7,1305,760,536,774,522
420171410,0,LOWER SOUTHAMPTON TWP VTD EAST ED 02,Bucks,1720,1595,34,32,48,0,11,1349,1268,23,20,36,0,2,873,428,437,429,436
420171420,0,LOWER SOUTHAMPTON TWP VTD EAST ED 03,Bucks,1984,1877,21,45,18,3,20,1544,1470,15,32,13,3,11,1153,565,571,562,574
420171430,0,LOWER SOUTHAMPTON TWP VTD EAST ED 04,Bucks,1975,1860,25,35,40,2,13,1519,1452,10,28,25,0,4,1124,555,557,554,558
420171440,0,LOWER SOUTHAMPTON TWP VTD EAST ED 05,Bucks,1505,1435,15,25,24,1,5,1258,1214,10,12,16,1,5,1042,536,495,527,504
420171450,0,LOWER SOUTHAMPTON TWP VTD WEST ED 01,Bucks,910,844,7,23,21,1,14,745,704,4,15,16,1,5,538,267,270,268,269
420171460,0,LOWER SOUTHAMPTON TWP VTD WEST ED 02,Bucks,1247,1173,5,37,18,3,11,988,942,3,20,16,2,5,670,307,355,291,371
420172470,0,UPPER SOUTHAMPTON TWP VTD EAST ED 01,Bucks,1523,1461,13,21,11,0,17,1193,1145,12,16,10,0,10,940,400,527,384,543
420172480,0,UPPER SOUTHAMPTON TWP VTD EAST ED 02,Bucks,2357,2216,23,32,53,1,32,1869,1769,15,20,44,1,20,1426,672,738,665,745
420172490,0,UPPER SOUTHAMPTON TWP VTD NORTH ED 01,Bucks,962,889,13,34,16,2,8,799,745,11,24,14,1,4,506,261,238,253,246
420172500,0,UPPER SOUTHAMPTON TWP VTD NORTH ED 02,Bucks,1390,1370,8,4,4,1,3,1107,1097,6,0,2,1,1,847,366,475,387,454
420172510,0,UPPER SOUTHAMPTON TWP VTD NORTH ED 03,Bucks,1079,1041,4,14,7,3,10,840,815,3,8,6,3,5,707,356,345,351,350
420172520,0,UPPER SOUTHAMPTON TWP VTD NORTH ED 04,Bucks,1236,1135,14,47,20,1,19,997,931,10,30,15,1,10,662,335,318,336,317
420172530,0,UPPER SOUTHAMPTON TWP VTD SOUTH ED 01,Bucks,2287,2161,25,40,33,1,27,1913,1830,20,20,26,1,16,1377,703,660,710,653
42017380,0,BRISTOL TWP WD 03 DIST 02,Bucks,1895,1216,279,281,39,1,79,1448,1001,193,189,29,1,35,771,526,239,529,236
42017390,0,BRISTOL TWP WD 03 DIST 03,Bucks,1220,955,90,107,40,4,24,956,790,58,58,33,4,13,588,357,224,372,209
42017400,0,BRISTOL TWP WD 04 DIST 01,Bucks,2780,1950,267,348,148,6,61,2151,1576,199,220,117,6,33,1119,743,358,737,364
42017410,0,BRISTOL TWP WD 04 DIST 02,Bucks,2281,1196,448,182,377,7,71,1808,993,307,123,325,6,54,977,675,288,670,293
42017420,0,BRISTOL TWP WD 04 DIST 03,Bucks,1696,1432,77,98,71,1,17,1330,1157,55,60,49,1,8,711,462,236,464,234
42017430,0,BRISTOL TWP WD 05 DIST 01,Bucks,1724,1185,355,133,19,4,28,1349,1005,243,68,15,4,14,893,578,299,560,317
420171530,0,MIDDLETOWN TWP VTD LOWER ED 02,Bucks,2906,2603,124,91,65,3,20,2239,2044,69,57,55,3,11,1512,758,726,761,723
420171540,0,MIDDLETOWN TWP VTD LOWER ED 03,Bucks,1426,1326,19,25,29,1,26,1077,1018,14,11,25,1,8,786,422,348,434,336
420171550,0,MIDDLETOWN TWP VTD LOWER ED 04,Bucks,1156,1078,13,33,15,1,16,855,813,6,17,9,1,9,659,415,234,409,240
420171560,0,MIDDLETOWN TWP VTD LOWER ED 05,Bucks,1282,1164,18,57,25,6,12,1000,927,12,35,17,5,4,758,395,352,381,366
420171570,0,MIDDLETOWN TWP VTD LOWER ED 06,Bucks,1644,1544,19,48,18,5,10,1220,1161,11,26,13,4,5,814,466,338,472,332
420171580,0,MIDDLETOWN TWP VTD LOWER ED 07,Bucks,1759,1519,85,65,50,5,35,1380,1201,67,50,43,1,18,938,573,353,554,372
420171590,0,MIDDLETOWN TWP VTD LOWER ED 08,Bucks,1719,1561,23,65,41,4,25,1314,1215,16,43,32,1,7,944,560,366,547,379
420172540,0,UPPER SOUTHAMPTON TWP VTD SOUTH ED 02,Bucks,1480,1347,8,31,82,0,12,1228,1131,7,21,65,0,4,876,369,496,389,476
420172550,0,UPPER SOUTHAMPTON TWP VTD WEST ED 01,Bucks,1335,1268,4,10,45,0,8,1196,1144,4,7,37,0,4,839,403,427,394,436
420172560,0,UPPER SOUTHAMPTON TWP VTD WEST ED 02,Bucks,1503,1466,2,13,15,1,6,1193,1167,2,11,10,1,2,856,387,457,375,469
420172570,0,WARMINSTER TWP DIST 01,Bucks,1141,1031,24,61,17,0,8,903,827,17,40,14,0,5,637,334,296,316,314
420172580,0,WARMINSTER TWP DIST 02,Bucks,1928,921,210,622,78,2,95,1475,802,154,401,64,1,53,680,524,151,482,193
420172590,0,WARMINSTER TWP DIST 03,Bucks,2651,2243,64,246,38,2,58,2059,1807,39,152,31,2,28,1199,689,489,632,546
420172600,0,WARMINSTER TWP DIST 04,Bucks,1643,1476,33,56,58,1,19,1265,1141,25,39,48,1,11,872,448,413,451,410
420172610,0,WARMINSTER TWP DIST 05,Bucks,1432,1333,17,46,18,0,18,1151,1091,11,27,13,0,9,818,414,394,393,415
420172620,0,WARMINSTER TWP DIST 06,Bucks,1741,1605,34,44,40,3,15,1419,1314,28,28,35,2,12,936,411,519,411,519
42017440,0,BRISTOL TWP WD 05 DIST 02,Bucks,2341,790,1217,198,23,8,105,1636,652,778,129,17,8,52,1013,887,121,839,169
42017470,0,BRISTOL TWP WD 06 DIST 01,Bucks,1476,1228,92,81,58,0,17,1103,944,63,50,41,0,5,659,427,221,424,224
42017480,0,BRISTOL TWP WD 06 DIST 02,Bucks,1593,1374,78,86,6,2,47,1213,1067,56,61,5,2,22,758,537,206,537,206
42017490,0,BRISTOL TWP WD 06 DIST 03,Bucks,1151,989,45,76,14,0,27,869,775,24,46,10,0,14,467,299,160,308,151
42017500,0,BRISTOL TWP WD 07 DIST 01,Bucks,2016,1671,92,150,36,2,65,1524,1321,63,87,24,2,27,926,581,327,592,316
42017510,0,BRISTOL TWP WD 07 DIST 02,Bucks,2208,1651,255,210,36,3,53,1682,1314,171,137,31,1,28,880,588,275,587,276
420171600,0,MIDDLETOWN TWP VTD LOWER ED 09,Bucks,2112,1929,33,63,58,1,28,1684,1561,26,40,42,1,14,1118,666,434,678,422
420171610,0,MIDDLETOWN TWP VTD LOWER ED 10,Bucks,1713,1539,35,77,35,1,26,1344,1229,31,41,28,1,14,950,531,408,537,402
420171620,0,MIDDLETOWN TWP VTD LOWER ED 11,Bucks,1228,1132,12,36,23,0,25,949,878,11,24,20,0,16,667,377,278,369,286
420171630,0,MIDDLETOWN TWP VTD LOWER ED 12,Bucks,813,737,30,5,10,3,28,614,565,23,2,8,3,13,454,261,189,248,202
420171640,0,MIDDLETOWN TWP VTD LOWER ED 13,Bucks,5297,3492,613,367,621,12,192,4071,2812,451,222,469,7,110,1903,1272,617,1204,685
420171650,0,MIDDLETOWN TWP VTD UPPER ED 01,Bucks,2121,1917,69,54,60,3,18,1752,1625,44,36,38,3,6,1300,727,563,715,575
420171660,0,MIDDLETOWN TWP VTD UPPER ED 02,Bucks,2319,2149,30,57,51,2,30,1791,1677,25,32,41,1,15,1314,685,611,661,635
420172630,0,WARMINSTER TWP DIST 07,Bucks,2155,1999,28,47,61,0,20,1685,1581,22,31,45,0,6,1158,612,529,595,546
420172640,0,WARMINSTER TWP DIST 08,Bucks,2022,1939,5,45,17,7,9,1586,1534,4,28,12,4,4,1203,558,632,545,645
420172650,0,WARMINSTER TWP DIST 09,Bucks,1856,1731,50,49,11,3,12,1384,1323,20,24,11,3,3,1109,555,546,526,575
420172660,0,WARMINSTER TWP DIST 10,Bucks,1860,1672,37,103,30,3,15,1644,1514,34,61,23,1,11,1091,656,416,636,436
420172670,0,WARMINSTER TWP DIST 11,Bucks,2948,2615,78,170,64,2,19,2293,2069,56,105,51,2,10,1410,764,633,713,684
420172680,0,WARMINSTER TWP DIST 12,Bucks,1628,1546,20,30,19,0,13,1393,1339,13,18,14,0,9,1046,564,479,523,520
420172690,0,WARMINSTER TWP DIST 13,Bucks,1930,1825,10,48,25,0,22,1563,1494,10,31,17,0,11,1194,589,592,585,596
42017530,0,BRISTOL TWP WD 08 DIST 01,Bucks,2354,2070,88,130,15,1,50,1838,1654,62,84,13,1,24,1084,657,414,705,366
42017540,0,BRISTOL TWP WD 08 DIST 02,Bucks,2233,1852,113,130,89,0,49,1716,1472,69,75,72,0,28,1050,635,402,635,402
42017570,0,BRISTOL TWP WD 09 DIST 01,Bucks,2488,2189,72,149,34,4,40,1862,1665,47,102,26,4,18,1091,685,388,700,373
42017580,0,BRISTOL TWP WD 09 DIST 02,Bucks,2271,1951,81,111,58,3,67,1813,1593,63,73,47,3,34,1152,723,414,758,379
42017590,0,BRISTOL TWP WD 09 DIST 03,Bucks,1957,1703,69,88,71,0,26,1646,1452,60,66,54,0,14,1142,686,444,687,443
42017610,0,BRISTOL TWP WD 10 DIST 01,Bucks,1419,1223,70,87,9,11,19,1135,1011,43,53,8,6,14,727,438,273,444,267
42017620,0,BRISTOL TWP WD 10 DIST 02,Bucks,1689,1339,127,155,31,1,36,1301,1073,91,96,24,1,16,682,484,187,498,173
420171670,0,MIDDLETOWN TWP VTD UPPER ED 03,Bucks,3057,2779,50,72,124,1,31,2481,2268,38,51,106,0,18,1888,959,917,927,949
420171680,0,MIDDLETOWN TWP VTD UPPER ED 04,Bucks,2142,1959,43,25,87,8,20,1671,1541,32,19,69,3,7,1229,635,580,623,592
420171690,0,MIDDLETOWN TWP VTD UPPER ED 05,Bucks,2332,2191,23,31,54,0,33,1866,1771,15,25,41,0,14,1569,963,593,922,634
420171700,0,MIDDLETOWN TWP VTD UPPER ED 06,Bucks,1905,1810,11,31,44,1,8,1524,1460,7,19,31,1,6,1318,665,641,648,658
420171703,0,MIDDLETOWN TWP VTD UPPER ED 07,Bucks,1775,1596,36,34,93,1,15,1331,1206,29,23,67,1,5,1161,618,541,581,578
420171706,0,MIDDLETOWN TWP VTD UPPER ED 08,Bucks,2052,1776,57,57,138,0,24,1587,1371,47,43,108,0,18,1132,674,451,634,491
420172700,0,WARMINSTER TWP DIST 14,Bucks,3159,2883,113,95,31,0,37,2758,2604,64,54,22,0,14,1954,904,1034,926,1012
420172710,0,WARMINSTER TWP DIST 15,Bucks,1170,1101,18,26,17,0,8,926,877,13,21,13,0,2,634,311,318,324,305
420172720,0,WARMINSTER TWP DIST 16,Bucks,2056,934,172,814,50,7,79,1516,777,117,546,40,5,31,524,296,221,284,233
420172730,0,WARMINSTER TWP DIST 17,Bucks,1362,1259,22,16,51,2,12,1079,1009,15,10,40,2,3,801,386,404,385,405
420172740,0,WARRINGTON TWP DIST 01,Bucks,2696,2317,27,73,231,4,44,1919,1691,24,35,145,4,20,1416,713,685,675,723
42017630,0,BRISTOL TWP WD 10 DIST 03,Bucks,1445,1049,156,155,32,3,50,1102,844,103,104,27,1,23,580,356,217,357,216
42017640,0,BRISTOL TWP WD 11 DIST 01,Bucks,2064,1880,23,100,16,2,43,1583,1473,17,56,13,2,22,978,632,337,650,319
42017650,0,BRISTOL TWP WD 11 DIST 02,Bucks,2078,1901,49,80,7,9,32,1671,1552,37,52,7,7,16,1054,691,352,674,369
42017670,0,BRISTOL VTD EAST ED 01,Bucks,1428,1302,8,85,5,3,25,1132,1055,5,54,2,2,14,850,580,259,597,242
42017680,0,BRISTOL VTD EAST ED 02,Bucks,1262,1132,29,78,4,2,17,987,903,23,46,4,2,9,664,441,213,451,203
42017690,0,BRISTOL VTD NORTH ED 01,Bucks,1235,670,292,225,12,2,34,864,520,173,148,12,2,9,550,455,87,438,104
42017700,0,BRISTOL VTD NORTH ED 02,Bucks,1009,740,66,177,14,1,11,793,619,45,111,11,1,6,493,362,116,349,129
42017710,0,BRISTOL VTD SOUTH ED 01,Bucks,529,408,30,84,0,0,7,423,341,18,63,0,0,1,364,235,112,233,114
42017720,0,BRISTOL VTD SOUTH ED 02,Bucks,1000,755,61,160,1,2,21,751,589,44,109,1,2,6,478,345,129,344,130
42017730,0,BRISTOL VTD SOUTH ED 03,Bucks,821,591,56,150,5,1,18,651,505,35,99,4,1,7,337,267,66,262,71
420171707,0,MIDDLETOWN TWP VTD UPPER ED 09,Bucks,1576,1461,15,11,77,5,7,1504,1403,15,11,65,3,7,1271,676,587,706,557
420171710,0,MILFORD TWP VTD ROEDER,Bucks,1393,1349,11,7,11,2,13,1095,1065,6,5,9,2,8,796,377,405,358,424
420171720,0,MILFORD TWP VTD ROSEVILLE,Bucks,1783,1713,6,23,15,7,19,1481,1434,5,14,13,4,11,963,423,525,394,554
420171730,0,MILFORD TWP VTD SHELLY,Bucks,3042,2845,41,60,45,2,49,2202,2083,25,39,39,2,14,1462,706,740,645,801
420171740,0,MILFORD TWP VTD TRUMBAUERSVILLE,Bucks,3684,3411,82,84,70,0,37,2746,2595,52,48,36,0,15,1880,879,969,787,1061
420171755,0,MORRISVILLE WD 01,Bucks,1954,1482,219,165,33,7,48,1547,1238,150,106,27,4,22,876,567,291,556,302
420171765,0,MORRISVILLE WD 02,Bucks,2375,1886,178,219,40,1,51,1903,1584,119,146,35,1,18,1091,692,382,692,382
420171775,0,MORRISVILLE WD 03,Bucks,2204,1683,199,221,46,0,55,1741,1396,137,153,34,0,21,1190,760,414,713,461
420171785,0,MORRISVILLE WD 04,Bucks,2195,1113,701,283,56,3,39,1660,932,479,184,44,3,18,1071,794,270,756,308
420171790,0,NEW BRITAIN TWP VTD EAST,Bucks,2726,2567,36,52,60,0,11,2048,1949,27,26,40,0,6,1681,859,801,783,877
420172750,0,WARRINGTON TWP DIST 02,Bucks,3326,3100,32,64,108,0,22,2250,2096,27,39,79,0,9,1759,836,916,774,978
420172760,0,WARRINGTON TWP DIST 03,Bucks,1760,1638,22,38,55,0,7,1369,1294,16,23,34,0,2,1096,516,566,510,572
420172770,0,WARRINGTON TWP DIST 04,Bucks,2750,2317,67,187,128,1,50,2222,1929,52,122,98,1,20,1318,737,564,709,592
420172780,0,WARRINGTON TWP DIST 05,Bucks,4107,3241,192,421,166,15,72,2959,2396,132,280,124,8,19,1807,939,851,875,915
42017740,0,BRISTOL VTD WEST ED 01,Bucks,538,353,84,60,5,0,36,424,301,67,43,3,0,10,273,217,55,211,61
42017750,0,BRISTOL VTD WEST ED 02,Bucks,1047,807,72,128,9,4,27,860,698,49,91,9,4,9,522,353,158,357,154
42017760,0,BRISTOL VTD WEST ED 03,Bucks,857,422,167,231,0,1,36,608,331,107,157,0,1,12,351,278,67,274,71
42017765,0,BUCKINGHAM TWP VTD LOWER ED 01,Bucks,3604,3163,67,90,218,2,64,2593,2313,44,54,146,2,34,1736,888,838,793,933
42017775,0,BUCKINGHAM TWP VTD LOWER ED 02,Bucks,1632,1586,6,20,8,2,10,1514,1480,5,14,8,2,5,1303,616,680,588,708
42017780,0,BUCKINGHAM TWP VTD MIDDLE ED 01,Bucks,2929,2609,38,91,161,1,29,2019,1829,25,60,97,1,7,1698,813,873,777,909
42017790,0,BUCKINGHAM TWP VTD MIDDLE ED 02,Bucks,1743,1589,25,52,41,1,35,1318,1220,20,33,30,1,14,1091,530,552,508,574
42017805,0,BUCKINGHAM TWP VTD UPPER ED 01,Bucks,2662,2489,23,46,70,14,20,1882,1780,16,28,42,6,10,1752,882,859,792,949
42017810,0,BUCKINGHAM TWP VTD UPPER ED 02,Bucks,2944,2775,8,84,46,0,31,2109,2020,7,48,27,0,7,1829,839,974,746,1067
42017815,0,BUCKINGHAM TWP VTD UPPER ED 03,Bucks,2144,1961,17,42,88,0,36,1330,1236,10,25,50,0,9,1132,467,657,439,685
42017818,0,BUCKINGHAM TWP VTD UPPER ED 04,Bucks,2417,2259,26,65,56,2,9,1568,1460,18,44,38,0,8,1383,645,726,545,826
420171800,0,NEW BRITAIN TWP VTD SOUTH,Bucks,2407,2156,60,63,98,1,29,1919,1766,38,35,62,0,18,1282,718,557,639,636
420171810,0,NEW BRITAIN TWP VTD SOUTH ED 02,Bucks,2000,1890,19,29,46,0,16,1433,1367,12,18,32,0,4,1226,621,591,590,622
420171820,0,NEW BRITAIN TWP VTD WEST,Bucks,1801,1655,22,60,52,0,12,1361,1269,15,36,37,0,4,1167,588,574,536,626
420171825,0,NEW BRITAIN TWP VTD WEST ED 02,Bucks,2136,1914,34,63,108,1,16,1557,1426,23,30,68,0,10,1151,521,623,471,673
420172782,0,WARRINGTON TWP DIST 06,Bucks,2904,2457,55,64,270,7,51,1893,1622,39,30,179,5,18,1451,644,795,618,821
420172784,0,WARRINGTON TWP DIST 07,Bucks,2813,2370,28,45,345,0,25,1954,1662,26,36,220,0,10,1559,774,775,699,850
420172786,0,WARRINGTON TWP DIST 08,Bucks,3062,2774,46,86,127,0,29,2347,2149,34,57,95,0,12,1573,838,717,807,748
420172801,0,WARWICK TWP VTD 05,Bucks,1901,1795,4,30,54,5,13,1321,1251,4,20,32,4,10,1127,503,617,414,706
420172805,0,WARWICK TWP VTD 01,Bucks,2783,2593,20,50,90,5,25,1942,1810,14,36,69,5,8,1496,710,778,648,840
420172800,0,WARWICK TWP VTD 02,Bucks,3757,3466,57,96,105,0,33,3163,2961,47,57,85,0,13,2270,1210,1041,1158,1093
42017820,0,CHALFONT Voting District,Bucks,4009,3718,57,68,121,12,33,2969,2777,40,46,79,10,17,2172,1135,1016,1084,1067
42017830,0,DOYLESTOWN TWP WD 01,Bucks,2025,1866,31,59,39,1,29,1560,1465,19,34,30,1,11,1244,657,574,585,646
42017840,0,DOYLESTOWN TWP WD 02,Bucks,1234,1190,4,12,13,0,15,969,943,4,7,7,0,8,883,427,451,387,491
42017850,0,DOYLESTOWN TWP WD 03,Bucks,1863,1774,14,43,16,5,11,1437,1383,6,27,9,5,7,1305,684,615,601,698
42017860,0,DOYLESTOWN TWP WD 04,Bucks,1293,1254,10,15,7,0,7,993,968,7,11,5,0,2,879,445,427,416,456
42017870,0,DOYLESTOWN TWP WD 05,Bucks,2782,2600,44,49,47,2,40,2229,2114,31,35,30,1,18,1759,962,775,840,897
420171830,0,NEW BRITAIN Voting District,Bucks,3152,2923,49,86,46,2,46,2657,2485,43,60,37,2,30,1333,710,604,639,675
420171840,0,NEW HOPE Voting District,Bucks,2528,2240,23,185,45,2,33,2094,1880,23,139,37,2,13,1543,1050,480,1006,524
420171910,0,NEWTOWN DIST 01,Bucks,1101,1026,14,21,20,3,17,857,809,10,19,7,2,10,724,389,327,371,345
420171920,0,NEWTOWN DIST 02,Bucks,1147,1116,1,6,7,1,16,911,885,1,6,6,1,12,725,423,295,393,325
420171850,0,NEWTOWN TWP DIST 01,Bucks,1895,1706,55,56,61,0,17,1487,1354,43,38,43,0,9,1069,562,491,554,499
420171860,0,NEWTOWN TWP DIST 02,Bucks,2459,2140,33,60,196,2,28,1769,1565,25,30,129,2,18,1433,765,660,733,692
420172815,0,WARWICK TWP VTD 03,Bucks,2637,2311,48,63,182,1,32,1817,1615,36,35,121,1,9,1398,689,697,608,778
420172825,0,WARWICK TWP VTD 04,Bucks,3359,3111,47,61,99,8,33,2359,2209,23,34,72,7,14,1816,865,935,820,980
420172820,0,WEST ROCKHILL TWP VTD ARGUS,Bucks,1745,1670,18,29,9,4,15,1407,1356,13,18,6,4,10,910,440,456,410,486
420172830,0,WEST ROCKHILL TWP VTD ROCKHILL,Bucks,3511,3325,41,43,65,2,35,2782,2666,28,23,44,2,19,1753,750,974,690,1034
420172840,0,WRIGHTSTOWN TWP Voting District,Bucks,2995,2807,41,41,83,4,19,2243,2106,34,28,66,2,7,1820,842,962,796,1008
420172850,0,YARDLEY Voting District,Bucks,2434,2183,83,62,64,0,42,1978,1800,70,43,44,0,21,1545,938,594,900,632
42017880,0,DOYLESTOWN TWP WD 06,Bucks,2771,2605,16,74,47,1,28,2140,2028,11,46,34,1,20,1787,920,851,845,926
42017885,0,DOYLESTOWN TWP WD 07,Bucks,3303,2809,247,165,45,9,28,2881,2453,230,131,32,9,26,1173,543,610,512,641
420172202,0,DOYLESTOWN TWP WD 08,Bucks,2294,2137,22,68,35,1,31,1615,1517,18,43,26,1,10,1331,626,698,595,729
42017890,0,DOYLESTOWN WD 01 DIST 01,Bucks,1339,1264,12,36,23,0,4,1059,1009,9,24,14,0,3,866,512,343,493,362
42017900,0,DOYLESTOWN WD 01 DIST 02,Bucks,1291,1210,26,14,11,6,24,1133,1074,24,10,8,3,14,803,520,279,479,320
42017910,0,DOYLESTOWN WD 02 DIST 01,Bucks,1323,1228,17,34,30,0,14,1125,1053,14,26,27,0,5,761,500,254,457,297
42017920,0,DOYLESTOWN WD 02 DIST 02,Bucks,2282,2116,22,37,64,1,42,1926,1815,18,26,44,1,22,1285,775,506,703,578
420171870,0,NEWTOWN TWP DIST 03,Bucks,2128,1969,20,20,108,0,11,1611,1507,13,15,73,0,3,1330,724,588,688,624
420171880,0,NEWTOWN TWP DIST 04,Bucks,1332,1215,6,13,84,0,14,1039,961,4,10,59,0,5,847,448,383,449,382
420171890,0,NEWTOWN TWP DIST 05,Bucks,2130,1913,21,41,134,0,21,1765,1602,17,34,102,0,10,1341,725,609,705,629
420171900,0,NEWTOWN TWP DIST 06,Bucks,2707,2323,28,31,279,1,45,2040,1789,19,20,187,1,24,1478,734,730,694,770
420171905,0,NEWTOWN TWP DIST 07,Bucks,2805,2372,18,54,325,0,36,1955,1695,13,36,201,0,10,1734,866,860,801,925
