GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
4200140,0,BERWICK TWP Voting District,Adams,2389,2163,58,120,25,3,20,1866,1734,39,64,20,2,7,989,360,614,327,647
4200110,0,ABBOTTSTOWN Voting District,Adams,1011,894,7,95,10,0,5,752,688,5,50,7,0,2,361,154,200,130,224
42001260,0,HAMILTON TWP Voting District,Adams,2530,2414,8,66,11,1,30,1930,1870,5,37,6,1,11,1196,408,777,389,796
42001480,0,UNION TWP Voting District,Adams,3148,2996,20,67,23,4,38,2404,2320,11,34,15,4,20,1398,440,934,429,945
42001100,0,CONEWAGO TWP VTD 02,Adams,4271,4037,51,78,49,4,52,3091,2966,35,40,30,0,20,1682,636,1026,599,1063
42001400,0,MT. PLEASANT TWP VTD 02,Adams,2114,1841,9,245,6,2,11,1619,1474,7,128,4,2,4,676,245,425,239,431
42001425,0,OXFORD TWP DIST 01,Adams,2754,2420,29,266,9,3,27,2026,1841,18,145,9,3,10,951,387,553,366,574
4200190,0,CONEWAGO TWP VTD 01,Adams,2814,2685,7,88,5,2,27,2258,2173,7,64,3,2,9,1336,547,773,527,793
42001230,0,GETTYSBURG WD 02,Adams,3383,2878,174,214,62,2,53,3166,2752,151,167,57,0,39,1369,953,411,846,518
42001110,0,CUMBERLAND TWP VTD 01,Adams,1799,1604,68,81,20,1,25,1462,1335,48,47,19,1,12,966,426,527,396,557
42001130,0,CUMBERLAND TWP VTD 03,Adams,2176,1925,70,117,34,7,23,1787,1630,50,70,23,5,9,1166,536,619,470,685
42001180,0,FRANKLIN TWP VTD 02,Adams,2392,2184,29,155,11,1,12,1956,1828,21,93,6,1,7,1070,380,668,369,679
4200170,0,BUTLER TWP Voting District,Adams,2567,2347,15,181,4,3,17,2086,1943,13,112,4,3,11,1187,377,794,363,808
42001450,0,STRABAN TWP VTD 02,Adams,2610,2339,64,154,31,0,22,2117,1922,62,102,17,0,14,955,366,573,354,585
42001220,0,GETTYSBURG WD 01 PCT 02,Adams,2403,1945,105,242,39,7,65,2012,1716,84,141,34,7,30,858,540,311,481,370
42001385,0,MT. JOY TWP VTD 02,Adams,1892,1753,49,34,23,7,26,1476,1394,29,15,17,7,14,949,313,627,311,629
42001120,0,CUMBERLAND TWP VTD 02,Adams,1432,1359,26,10,16,5,16,1183,1130,20,8,15,3,7,786,319,455,297,477
42001190,0,FREEDOM TWP Voting District,Adams,831,799,6,10,5,0,11,672,650,5,6,5,0,6,490,175,310,172,313
42001140,0,CUMBERLAND TWP VTD 04,Adams,755,692,12,15,25,0,11,645,599,10,9,22,0,5,521,246,269,233,282
42001280,0,HIGHLAND TWP Voting District,Adams,943,895,3,25,2,0,18,740,710,2,14,2,0,12,525,197,319,183,333
42001170,0,FRANKLIN TWP VTD 01,Adams,2485,2272,40,140,7,5,21,1935,1800,30,88,4,5,8,1132,441,684,427,698
42001240,0,GETTYSBURG WD 03 PCT 01,Adams,1834,1243,132,378,41,4,36,1444,1054,106,225,33,4,22,849,478,362,425,415
42001150,0,EAST BERLIN Voting District,Adams,1521,1446,11,39,14,2,9,1185,1138,8,20,12,2,5,734,284,440,268,456
42001435,0,READING TWP VTD 02,Adams,2820,2566,5,207,20,2,20,2112,1971,1,117,14,2,7,1037,403,621,372,652
42001430,0,READING TWP VTD 01,Adams,2960,2819,0,102,18,1,20,2155,2081,0,53,12,1,8,1395,450,931,438,943
42001270,0,HAMILTONBAN TWP Voting District,Adams,2372,2256,17,48,16,6,29,1923,1847,15,30,11,4,16,1055,382,667,374,675
42001160,0,FAIRFIELD Voting District,Adams,507,479,12,12,1,0,3,424,405,7,9,1,0,2,301,130,164,119,175
4200120,0,ARENDTSVILLE Voting District,Adams,952,742,27,156,5,5,17,696,573,18,90,4,4,7,364,167,195,150,212
42001370,0,MENALLEN TWP Voting District,Adams,3515,2985,32,450,8,11,29,2648,2329,17,274,5,6,17,1432,439,982,423,998
42001320,0,LIBERTY TWP Voting District,Adams,1237,1185,16,20,7,3,6,992,956,11,15,6,2,2,622,253,364,236,381
42001330,0,LITTLESTOWN WD 01,Adams,2421,2298,22,54,13,4,30,1783,1707,14,34,9,4,15,887,298,579,279,598
42001200,0,GERMANY TWP Voting District,Adams,2700,2598,9,38,23,2,30,2050,1985,8,27,17,2,11,1233,364,859,350,873
42001380,0,MT. JOY TWP VTD 01,Adams,1778,1682,26,39,10,4,17,1451,1391,16,25,8,4,7,983,436,531,378,589
42001390,0,MT. PLEASANT TWP VTD 01,Adams,2579,2443,23,62,20,1,30,2033,1949,15,39,16,1,13,1169,427,732,436,723
4200180,0,CARROLL VALLEY Voting District,Adams,1762,1701,12,14,12,1,22,1287,1245,10,9,9,1,13,925,356,560,319,597
42001460,0,TYRONE TWP Voting District,Adams,2298,2024,23,212,2,3,34,1748,1581,19,132,1,2,13,886,292,581,270,603
42001290,0,HUNTINGTON TWP VTD 01,Adams,2369,2171,11,135,18,10,24,1814,1699,9,71,18,7,10,1041,305,727,283,749
4200180A,0,Carroll Valley Borough Voting District,Adams,2114,2024,12,40,6,8,24,1592,1532,9,28,5,4,14,1115,453,650,414,689
42001310,0,LATIMORE TWP Voting District,Adams,2580,2464,9,76,7,2,22,1966,1892,5,49,7,2,11,1310,409,890,379,920
42001490,0,YORK SPRINGS Voting District,Adams,833,435,4,384,2,2,6,580,347,4,221,2,2,4,207,98,106,69,135
4200130,0,BENDERSVILLE Voting District,Adams,641,486,3,135,3,4,10,459,361,3,85,2,3,5,250,97,150,88,159
42001340,0,LITTLESTOWN WD 02,Adams,2013,1907,14,56,6,0,30,1537,1480,9,34,5,0,9,865,310,547,305,552
42001350,0,MC SHERRYSTOWN VTD 01,Adams,1808,1617,21,129,22,3,16,1339,1249,9,62,14,2,3,600,302,283,292,293
42001360,0,MC SHERRYSTOWN VTD 02,Adams,1230,1166,14,31,1,2,16,913,876,8,21,1,2,5,452,217,228,204,241
42001440,0,STRABAN TWP VTD 01,Adams,2318,2086,35,152,23,2,20,1860,1720,25,89,15,2,9,1220,560,652,519,693
4200160,0,BONNEAUVILLE Voting District,Adams,1800,1632,33,82,16,0,37,1297,1212,17,43,15,0,10,696,333,354,289,398
42001427,0,OXFORD TWP DIST 02,Adams,2763,2525,39,157,14,6,22,2276,2144,26,81,10,4,11,1174,464,696,431,729
42001410,0,NEW OXFORD Voting District,Adams,1783,1455,30,275,8,0,15,1320,1142,16,152,5,0,5,651,302,343,277,368
4200150,0,BIGLERVILLE Voting District,Adams,1200,953,8,229,4,1,5,902,762,7,127,3,1,2,475,178,286,164,300
42003472,0,BETHEL PARK WD 02 DIST 03,Allegheny,1243,1164,13,38,13,1,14,1025,969,10,25,10,1,10,756,339,412,361,390
42003481,0,BETHEL PARK WD 03 DIST 01,Allegheny,1056,1014,3,17,10,0,12,805,779,1,10,6,0,9,654,240,406,256,390
42003486,0,BETHEL PARK WD 03 DIST 02,Allegheny,1073,1018,9,15,14,1,16,838,802,6,7,12,1,10,671,273,397,278,392
42003493,0,BETHEL PARK WD 03 DIST 03,Allegheny,1335,1312,10,2,6,0,5,1102,1085,6,2,6,0,3,877,371,501,389,483
420031371,0,CORAOPOLIS WD 03 DIST 01,Allegheny,781,702,53,8,3,1,14,646,581,47,8,3,1,6,433,254,175,265,164
420031381,0,CORAOPOLIS WD 03 DIST 02,Allegheny,805,708,49,8,5,1,34,644,579,40,5,4,1,15,433,231,196,255,172
420031390,0,CORAOPOLIS WD 04 DIST 01,Allegheny,649,575,36,15,1,1,21,515,465,28,11,1,1,9,310,160,149,174,135
420031400,0,CORAOPOLIS WD 04 DIST 02,Allegheny,782,706,42,12,12,0,10,625,576,30,6,9,0,4,349,190,152,207,135
420031411,0,CRAFTON WD 01 DIST 01,Allegheny,1337,1227,48,30,6,0,26,1096,1025,32,18,6,0,15,656,373,276,376,273
420031420,0,CRAFTON WD 01 DIST 02,Allegheny,684,628,38,3,3,3,9,546,510,27,3,3,2,1,442,252,185,271,166
420032631,0,HAMPTON TWP DIST 12,Allegheny,1062,1033,3,12,9,1,4,812,790,3,7,9,1,2,655,284,367,288,363
420032641,0,HAMPTON TWP DIST 13,Allegheny,948,932,6,2,2,0,6,767,757,5,1,2,0,2,563,232,327,239,320
420032650,0,HARMAR TWP DIST 01,Allegheny,1291,1241,10,18,8,1,13,1142,1106,8,14,8,1,5,847,357,483,400,440
420032660,0,HARMAR TWP DIST 02,Allegheny,1134,1098,5,10,13,0,8,971,946,5,9,8,0,3,514,259,253,301,211
420032670,0,HARMAR TWP DIST 03,Allegheny,496,489,3,4,0,0,0,432,426,2,4,0,0,0,238,109,126,132,103
420032680,0,HARRISON TWP WD 01 DIST 01,Allegheny,374,366,0,0,2,0,6,296,290,0,0,2,0,4,219,97,120,112,105
420032690,0,HARRISON TWP WD 01 DIST 02,Allegheny,832,809,7,7,3,0,6,670,659,4,3,3,0,1,495,201,292,218,275
420033930,0,MC KEESPORT WD 12 DIST 01,Allegheny,458,429,20,4,4,0,1,388,369,13,1,4,0,1,230,118,110,150,78
420033940,0,MC KEESPORT WD 12 DIST 02,Allegheny,551,508,23,9,1,0,10,458,429,18,7,1,0,3,279,132,143,158,117
420033941,0,MC KEESPORT WD 12 DIST 03,Allegheny,745,710,23,7,2,1,2,651,630,14,4,2,0,1,457,228,227,277,178
420033950,0,MILLVALE DIST 01,Allegheny,834,751,46,9,1,5,22,668,614,34,5,1,5,9,309,181,123,190,114
420034000,0,MILLVALE DIST 02,Allegheny,714,652,23,15,0,0,24,551,518,15,10,0,0,8,235,133,99,136,96
420033970,0,MILLVALE DIST 03,Allegheny,701,634,42,6,0,2,17,564,517,34,4,0,2,7,282,164,112,179,97
420035191,0,O HARA TWP WD 01 DIST 02,Allegheny,845,777,5,6,44,1,12,689,643,5,3,32,1,5,484,265,214,269,210
420035201,0,O HARA TWP WD 02 DIST 01,Allegheny,751,698,13,9,28,1,2,570,534,7,8,19,1,1,484,258,225,251,232
420035210,0,O HARA TWP WD 02 DIST 02,Allegheny,1003,902,11,25,46,0,19,771,705,10,17,34,0,5,700,332,362,324,370
420035225,0,O HARA TWP WD 03 DIST 01,Allegheny,867,799,3,15,45,0,5,661,614,3,12,31,0,1,507,251,252,260,243
420035230,0,O HARA TWP WD 03 DIST 02,Allegheny,832,797,6,10,11,0,8,661,642,2,9,5,0,3,461,256,198,269,185
420035261,0,O HARA TWP WD 04 DIST 01,Allegheny,312,291,0,4,17,0,0,206,191,0,4,11,0,0,378,207,170,77,81
420035710,0,PENN HILLS TWP WD 08 DIST 03,Allegheny,725,683,23,8,2,0,9,606,578,15,6,2,0,5,424,195,228,218,205
420035720,0,PENN HILLS TWP WD 08 DIST 04,Allegheny,804,692,82,11,7,2,10,657,576,64,6,4,2,5,535,266,266,289,243
420035721,0,PENN HILLS TWP WD 08 DIST 05,Allegheny,1526,1122,340,23,3,2,36,1203,947,221,18,3,1,13,710,394,313,429,278
420035722,0,PENN HILLS TWP WD 08 DIST 06,Allegheny,802,739,45,12,0,3,3,669,626,32,6,0,2,3,365,168,194,188,174
420035730,0,PENN HILLS TWP WD 09 DIST 01,Allegheny,655,630,20,1,2,0,2,568,551,14,1,1,0,1,400,188,209,211,186
420035740,0,PENN HILLS TWP WD 09 DIST 02,Allegheny,756,611,102,5,9,1,28,627,545,64,3,6,1,8,424,209,212,229,192
420038720,0,PITTSBURGH WD 12 DIST 15,Allegheny,562,2,530,13,0,4,13,453,2,427,9,0,3,12,377,372,4,357,19
420038730,0,PITTSBURGH WD 12 DIST 16,Allegheny,588,196,375,2,0,1,14,506,196,298,2,0,1,9,312,306,6,292,20
420038750,0,PITTSBURGH WD 13 DIST 01,Allegheny,333,9,307,3,1,2,11,251,8,233,0,1,2,7,260,257,2,246,13
420038770,0,PITTSBURGH WD 13 DIST 02,Allegheny,488,23,441,9,0,3,12,375,16,341,7,0,3,8,304,304,0,291,13
420038790,0,PITTSBURGH WD 13 DIST 03,Allegheny,382,1,371,5,1,0,4,295,1,290,1,1,0,2,265,265,0,257,8
420038810,0,PITTSBURGH WD 13 DIST 04,Allegheny,401,6,377,5,0,2,11,312,6,295,3,0,2,6,245,239,5,231,13
420038830,0,PITTSBURGH WD 13 DIST 05,Allegheny,499,8,453,14,2,4,18,340,7,313,3,2,4,11,308,308,0,298,10
420038850,0,PITTSBURGH WD 13 DIST 06,Allegheny,484,3,445,15,0,3,18,344,3,318,10,0,3,10,300,297,3,286,14
420038870,0,PITTSBURGH WD 13 DIST 07,Allegheny,473,7,448,6,5,2,5,365,7,343,6,4,2,3,276,272,2,258,16
420038890,0,PITTSBURGH WD 13 DIST 08,Allegheny,300,5,287,5,0,0,3,214,5,206,2,0,0,1,171,169,2,163,8
42003B250,0,PITTSBURGH WD 19 DIST 20,Allegheny,857,755,54,13,12,3,20,720,665,30,6,8,3,8,377,213,161,243,131
42003B270,0,PITTSBURGH WD 19 DIST 21,Allegheny,935,746,92,67,14,0,16,770,642,66,43,10,0,9,434,283,146,303,126
42003B290,0,PITTSBURGH WD 19 DIST 22,Allegheny,634,509,79,12,20,0,14,518,442,44,10,16,0,6,358,242,111,253,100
42003B310,0,PITTSBURGH WD 19 DIST 23,Allegheny,859,751,52,19,16,1,20,694,619,38,14,12,1,10,458,274,180,300,154
42003B330,0,PITTSBURGH WD 19 DIST 24,Allegheny,754,681,55,4,10,0,4,628,583,34,2,9,0,0,378,226,149,238,137
42003B350,0,PITTSBURGH WD 19 DIST 25,Allegheny,704,665,26,8,2,0,3,569,542,17,6,2,0,2,411,246,156,270,132
42003B370,0,PITTSBURGH WD 19 DIST 26,Allegheny,631,552,41,10,13,0,15,486,440,22,6,12,0,6,309,181,125,195,111
42003B390,0,PITTSBURGH WD 19 DIST 27,Allegheny,611,549,25,11,4,0,22,512,473,18,9,3,0,9,317,186,129,201,114
42003C750,0,PITTSBURGH WD 26 DIST 12,Allegheny,938,612,270,17,12,0,27,775,545,192,9,12,0,17,347,248,97,239,106
42003C770,0,PITTSBURGH WD 26 DIST 13,Allegheny,774,547,190,3,5,2,27,617,470,122,3,5,2,15,408,274,132,286,120
42003C790,0,PITTSBURGH WD 26 DIST 14,Allegheny,745,565,157,9,0,0,14,604,481,111,9,0,0,3,429,249,176,282,143
42003C810,0,PITTSBURGH WD 26 DIST 15,Allegheny,697,578,79,15,2,0,23,542,478,44,8,2,0,10,357,206,148,217,137
42003C830,0,PITTSBURGH WD 26 DIST 16,Allegheny,981,597,314,31,7,0,32,773,515,216,19,6,0,17,463,344,112,328,128
42003C840,0,PITTSBURGH WD 26 DIST 17,Allegheny,353,303,29,8,5,1,7,281,252,20,3,5,1,0,157,89,66,95,60
42003E815,0,SCOTT TWP WD 02 DIST 02,Allegheny,853,826,6,3,15,0,3,679,660,5,3,10,0,1,525,277,244,310,211
42003E841,0,SCOTT TWP WD 03 DIST 01,Allegheny,750,739,5,5,1,0,0,588,580,4,3,1,0,0,447,217,228,239,206
42003E850,0,SCOTT TWP WD 03 DIST 02,Allegheny,1073,1043,16,1,6,0,7,927,903,16,1,6,0,1,519,277,239,283,233
42003E870,0,SCOTT TWP WD 04 DIST 01,Allegheny,971,930,4,10,16,3,8,764,733,3,7,16,1,4,587,285,297,310,272
42003E880,0,SCOTT TWP WD 04 DIST 02,Allegheny,783,752,5,11,13,0,2,634,613,3,7,11,0,0,484,264,211,280,195
42003G041,0,TURTLE CREEK WD 03 DIST 01,Allegheny,902,626,220,14,3,2,37,679,537,114,11,1,2,14,360,220,135,229,126
42003G060,0,TURTLE CREEK WD 03 DIST 02,Allegheny,911,777,91,6,5,4,28,768,696,50,3,4,2,13,355,199,151,226,124
42003G070,0,UPPER ST. CLAIR TWP WD 01 DIST 01,Allegheny,906,842,11,1,34,0,18,609,578,7,0,18,0,6,555,226,324,205,345
42003G080,0,UPPER ST. CLAIR TWP WD 01 DIST 02,Allegheny,1227,1103,16,9,92,0,7,918,834,12,6,61,0,5,795,327,464,318,473
42003G081,0,UPPER ST. CLAIR TWP WD 01 DIST 03,Allegheny,1020,913,7,11,70,0,19,721,655,5,7,50,0,4,700,295,399,287,407
42003H051,0,WILKINSBURG WD 02 DIST 02,Allegheny,1282,578,668,10,4,1,21,1107,546,536,7,4,1,13,759,623,135,591,167
42003H011,0,WILKINSBURG WD 02 DIST 03,Allegheny,1331,241,1026,18,4,3,39,939,223,679,9,4,3,21,593,550,40,516,74
42003H021,0,WILKINSBURG WD 02 DIST 04,Allegheny,703,99,541,39,1,1,22,532,98,398,21,1,1,13,362,334,24,313,45
42003H031,0,WILKINSBURG WD 02 DIST 05,Allegheny,881,191,639,11,1,3,36,727,183,515,7,1,3,18,481,458,20,433,45
42003H070,0,WILKINSBURG WD 03 DIST 01,Allegheny,790,697,30,15,24,3,21,709,641,25,10,18,3,12,541,407,125,408,124
42003H080,0,WILKINSBURG WD 03 DIST 02,Allegheny,733,467,216,12,14,3,21,649,429,182,7,12,2,17,447,366,75,354,87
42003H091,0,WILKINSBURG WD 03 DIST 03,Allegheny,1091,62,963,12,6,18,30,794,55,701,9,3,12,14,632,608,21,583,46
42003H101,0,WILKINSBURG WD 03 DIST 04,Allegheny,1077,598,385,20,28,1,45,939,556,313,15,27,1,27,653,571,77,543,105
42003501,0,BETHEL PARK WD 04 DIST 01,Allegheny,1584,1536,15,11,16,1,5,1218,1189,11,7,9,0,2,860,393,456,433,416
42003511,0,BETHEL PARK WD 04 DIST 02,Allegheny,1140,1089,12,12,17,0,10,941,900,11,11,15,0,4,654,329,314,338,305
42003522,0,BETHEL PARK WD 04 DIST 03,Allegheny,1188,1133,19,11,18,1,6,987,941,15,11,14,1,5,715,313,397,325,385
42003530,0,BETHEL PARK WD 05 DIST 01,Allegheny,792,779,2,0,6,0,5,627,621,2,0,4,0,0,466,198,265,228,235
42003540,0,BETHEL PARK WD 05 DIST 02,Allegheny,901,827,45,6,4,1,18,735,688,32,4,4,1,6,468,218,246,232,232
420031440,0,CRAFTON WD 02 DIST 01,Allegheny,853,794,37,9,2,0,11,674,639,24,6,0,0,5,432,246,182,254,174
420031451,0,CRAFTON WD 02 DIST 02,Allegheny,1007,858,71,16,30,0,32,858,751,54,9,26,0,18,545,315,221,337,199
420031471,0,CRAFTON WD 03 DIST 01,Allegheny,1341,1238,53,13,5,1,31,1056,995,36,7,5,1,12,719,377,331,384,324
420031490,0,CRAFTON WD 03 DIST 02,Allegheny,729,661,24,15,1,0,28,591,557,19,7,1,0,7,406,217,183,220,180
420031500,0,CRESCENT TWP WD 01,Allegheny,1564,1454,47,22,25,2,14,1205,1143,28,11,20,2,1,779,343,431,393,381
420031510,0,CRESCENT TWP WD 02,Allegheny,1076,1028,10,14,13,1,10,867,837,7,9,6,1,7,522,215,304,266,253
420031520,0,DORMONT DIST 01,Allegheny,1091,973,28,32,30,0,28,886,808,23,22,23,0,10,560,317,236,317,236
420031630,0,DORMONT DIST 02,Allegheny,655,630,2,6,11,1,5,542,522,1,6,9,0,4,406,239,167,248,158
420031541,0,DORMONT DIST 03,Allegheny,1306,1194,35,43,19,0,15,1089,1018,28,19,15,0,9,597,366,225,378,213
420031550,0,DORMONT DIST 04,Allegheny,682,643,12,9,12,0,6,575,548,9,8,10,0,0,475,291,176,282,185
420031561,0,DORMONT DIST 05,Allegheny,1427,1294,33,54,19,1,26,1214,1119,30,36,16,1,12,759,474,272,477,269
420032625,0,HARRISON TWP WD 01 DIST 03,Allegheny,975,940,5,7,7,0,16,794,770,5,4,4,0,11,442,208,231,232,207
420032700,0,HARRISON TWP WD 02 DIST 01,Allegheny,569,522,29,5,0,1,12,464,432,26,1,0,1,4,241,147,93,159,81
420032710,0,HARRISON TWP WD 02 DIST 02,Allegheny,1393,1228,68,28,4,3,62,1046,955,43,17,4,3,24,411,258,145,286,117
420032730,0,HARRISON TWP WD 03 DIST 01,Allegheny,1168,1133,8,10,9,2,6,972,947,6,8,7,2,2,626,305,309,341,273
420032740,0,HARRISON TWP WD 03 DIST 02,Allegheny,897,875,11,6,2,1,2,763,747,8,4,2,1,1,534,247,284,306,225
420032750,0,HARRISON TWP WD 04 DIST 01,Allegheny,1067,1042,5,9,5,1,5,864,848,5,5,4,1,1,493,238,249,292,195
420033980,0,MILLVALE DIST 04,Allegheny,695,663,10,11,6,1,4,538,515,10,6,4,1,2,287,146,133,163,116
420033990,0,MILLVALE DIST 05,Allegheny,800,761,19,11,2,2,5,641,614,15,6,1,2,3,357,195,153,230,118
420034010,0,MONROEVILLE WD 01 DIST 01,Allegheny,956,826,81,7,15,6,21,784,689,65,6,11,3,10,505,309,193,338,164
420034020,0,MONROEVILLE WD 01 DIST 02,Allegheny,906,722,109,9,28,10,28,733,625,62,7,19,7,13,445,195,246,221,220
420034030,0,MONROEVILLE WD 01 DIST 03,Allegheny,1092,921,64,7,91,0,9,845,718,45,4,71,0,7,676,363,306,356,313
420034031,0,MONROEVILLE WD 01 DIST 04,Allegheny,1257,790,301,26,73,0,67,974,684,194,13,56,0,27,577,396,180,370,206
420034040,0,MONROEVILLE WD 02 DIST 01,Allegheny,1178,947,121,21,74,0,15,911,751,82,14,57,0,7,712,366,341,372,335
420034050,0,MONROEVILLE WD 02 DIST 02,Allegheny,1120,897,91,11,98,2,21,920,753,68,6,78,2,13,777,380,394,392,382
420034060,0,MONROEVILLE WD 02 DIST 03,Allegheny,1368,1152,76,13,93,2,32,1126,976,57,8,73,1,11,845,414,425,416,423
420034070,0,MONROEVILLE WD 03 DIST 01,Allegheny,1498,1360,54,16,47,1,20,1257,1154,44,13,36,1,9,909,394,505,407,492
420034080,0,MONROEVILLE WD 03 DIST 02,Allegheny,889,772,68,7,30,0,12,705,630,43,4,24,0,4,510,199,304,238,265
420034090,0,MONROEVILLE WD 03 DIST 03,Allegheny,1285,1107,90,18,59,0,11,1010,883,57,14,53,0,3,812,404,396,428,372
420035241,0,O HARA TWP WD 04 DIST 02,Allegheny,851,780,3,13,52,1,2,656,602,3,11,38,1,1,614,383,230,354,259
420035271,0,O HARA TWP WD 05 DIST 01,Allegheny,894,830,5,18,31,0,10,669,625,4,9,22,0,9,606,292,311,293,310
420035281,0,O HARA TWP WD 05 DIST 02,Allegheny,686,619,1,5,51,0,10,503,465,1,2,34,0,1,693,341,346,324,363
420035291,0,OAKDALE DIST 01,Allegheny,794,760,17,2,1,1,13,634,608,14,1,1,1,9,432,207,221,240,188
420035301,0,OAKDALE DIST 02,Allegheny,665,643,6,8,4,0,4,573,559,5,6,2,0,1,350,175,169,189,155
420035310,0,OAKMONT DIST 01,Allegheny,1077,1036,9,15,8,1,8,882,856,9,9,7,1,0,718,368,345,358,355
420035750,0,PENN HILLS TWP WD 09 DIST 03,Allegheny,1157,917,185,32,6,0,17,916,772,113,16,6,0,9,627,302,319,341,280
420035760,0,PENN HILLS TWP WD 09 DIST 04,Allegheny,859,794,52,1,4,0,8,693,644,40,1,4,0,4,464,222,238,253,207
420035770,0,PENN HILLS TWP WD 09 DIST 05,Allegheny,347,81,240,4,0,1,21,267,75,179,3,0,1,9,261,236,25,227,34
420036000,0,PITTSBURGH WD 03 DIST 04,Allegheny,1008,561,348,23,53,1,22,939,551,293,23,50,1,21,331,281,48,267,62
420036020,0,PITTSBURGH WD 03 DIST 05,Allegheny,581,106,440,8,9,1,17,427,100,295,7,9,1,15,321,311,8,302,17
420036090,0,PITTSBURGH WD 04 DIST 01,Allegheny,443,56,373,4,5,2,3,339,55,270,4,5,2,3,172,169,2,161,10
420036110,0,PITTSBURGH WD 04 DIST 02,Allegheny,972,634,231,19,56,1,31,910,611,206,19,48,1,25,471,391,73,382,82
420036130,0,PITTSBURGH WD 04 DIST 03,Allegheny,450,65,356,7,12,4,6,343,63,255,6,11,3,5,351,339,11,332,18
420038910,0,PITTSBURGH WD 13 DIST 09,Allegheny,377,3,352,3,0,4,15,262,3,249,2,0,2,6,255,250,5,244,11
420038930,0,PITTSBURGH WD 13 DIST 10,Allegheny,226,4,209,1,0,2,10,155,2,146,1,0,0,6,137,137,0,133,4
420038950,0,PITTSBURGH WD 13 DIST 11,Allegheny,557,3,522,8,0,0,24,324,3,302,6,0,0,13,268,268,0,258,10
420038970,0,PITTSBURGH WD 13 DIST 12,Allegheny,481,17,454,1,0,1,8,362,15,343,1,0,1,2,306,303,2,291,14
420038990,0,PITTSBURGH WD 13 DIST 13,Allegheny,388,15,363,2,0,1,7,250,11,231,2,0,1,5,234,233,1,225,9
420039010,0,PITTSBURGH WD 13 DIST 14,Allegheny,381,4,361,5,4,2,5,273,4,262,2,2,1,2,237,233,4,224,13
420039030,0,PITTSBURGH WD 13 DIST 15,Allegheny,382,16,355,1,3,0,7,292,8,278,1,3,0,2,283,274,9,266,17
420039050,0,PITTSBURGH WD 13 DIST 16,Allegheny,394,11,362,6,0,4,11,293,11,266,5,0,4,7,291,287,4,275,16
420039070,0,PITTSBURGH WD 13 DIST 17,Allegheny,911,22,841,9,6,11,22,646,22,594,4,5,9,12,573,568,4,544,28
42003B410,0,PITTSBURGH WD 19 DIST 28,Allegheny,659,637,5,3,7,0,7,617,598,5,3,7,0,4,541,343,196,349,190
42003B430,0,PITTSBURGH WD 19 DIST 29,Allegheny,702,644,21,22,3,2,10,570,533,15,13,3,2,4,383,208,173,238,143
42003B450,0,PITTSBURGH WD 19 DIST 30,Allegheny,755,699,42,9,2,0,3,587,558,21,5,2,0,1,375,210,163,237,136
42003B470,0,PITTSBURGH WD 19 DIST 31,Allegheny,603,541,41,4,3,0,14,468,437,23,3,3,0,2,353,190,159,203,146
42003B480,0,PITTSBURGH WD 19 DIST 32,Allegheny,744,681,21,16,3,4,19,575,541,14,11,2,3,4,362,213,144,229,128
42003B490,0,PITTSBURGH WD 19 DIST 33,Allegheny,777,729,28,9,5,0,6,620,595,11,6,5,0,3,324,171,152,202,121
42003B500,0,PITTSBURGH WD 19 DIST 34,Allegheny,599,545,22,17,3,0,12,509,468,18,14,3,0,6,377,216,156,240,132
42003C860,0,PITTSBURGH WD 27 DIST 01,Allegheny,916,781,96,17,2,1,19,772,673,75,14,2,0,8,596,332,264,373,223
42003C880,0,PITTSBURGH WD 27 DIST 02,Allegheny,878,768,80,14,5,0,11,735,665,58,5,5,0,2,528,288,234,323,199
42003C900,0,PITTSBURGH WD 27 DIST 03,Allegheny,775,577,149,14,4,0,31,599,478,101,8,4,0,8,397,246,147,267,126
42003C920,0,PITTSBURGH WD 27 DIST 04,Allegheny,1024,637,308,25,9,1,44,787,554,195,15,9,0,14,511,326,182,340,168
42003C940,0,PITTSBURGH WD 27 DIST 05,Allegheny,930,714,183,11,5,2,15,743,593,130,9,3,2,6,507,299,205,322,182
42003C960,0,PITTSBURGH WD 27 DIST 06,Allegheny,1058,686,293,21,7,1,50,836,597,205,15,6,1,12,460,316,140,313,143
42003C980,0,PITTSBURGH WD 27 DIST 07,Allegheny,852,591,221,7,12,0,21,675,515,141,4,8,0,7,460,267,189,303,153
42003E891,0,SCOTT TWP WD 05 DIST 01,Allegheny,919,893,6,11,0,0,9,756,744,4,6,0,0,2,436,242,190,276,156
42003E901,0,SCOTT TWP WD 05 DIST 02,Allegheny,755,693,6,1,45,1,9,642,603,4,1,29,1,4,562,285,272,323,234
42003E940,0,SCOTT TWP WD 06 DIST 01,Allegheny,988,847,38,13,69,1,20,825,730,27,7,52,1,8,512,311,194,299,206
42003E931,0,SCOTT TWP WD 06 DIST 02,Allegheny,1016,926,32,16,25,0,17,819,756,28,9,18,0,8,634,310,317,346,281
